"u","G","H","Points:0","Points:1","Points:2"
-1.2469,-33.409,56.299,-7.4185,-1.88,-1.4498
-1.297,-52.727,0,-9.1368,7.2703,4.4667
-2.0485,-89.319,0,-4.1826,-2.7259,2.3378
-7.0037,-306.59,281.57,4.0868,3.4199,-0.67537
-7.0663,-292.16,269.84,3.4753,2.3928,-0.95649
-2.9091,-117.06,0,9.0822,6.5597,2.1874
-1.6041,-71.463,0,-5.6545,-2.885,2.8294
-6.6534,-263.54,0,5.8296,1.5016,0.23026
-2.189,-90.201,0,-4.0963,-1.7923,-3.839
-2.1374,-90.269,0,-4.3353,0.3678,3.4555
-2.638,-107.45,0,-2.0518,-2.4492,-3.6384
-1.8457,-44.627,72.921,-5.4569,-0.28629,-2.8158
-2.5467,-95.999,0,-4.731,1.378,-1.8921
-2.2274,-86.783,0,-6.5323,1.2404,-0.72616
-6.3217,-252.48,0,5.2899,-1.1325,-1.9173
-2.2744,-98.752,0,-0.068886,-4.5325,2.4958
-7.3737,-338.17,297.22,4.0406,3.6313,-4.0605
-2.1144,-93.842,0,-2.7261,-0.15734,3.6934
-1.4387,-59.187,0,1.1517,-6.6712,8.4271
-1.9633,-82.737,100.65,1.8926,-2.5945,2.6719
-1.872,-75.871,0,8.9184,-5.5091,-8.5382
-2.508,-127.83,0,2.0439,2.2256,2.6839
-2.4483,-118.24,0,2.3688,-1.0784,3.4506
-2.8556,-111.61,0,-3.52,1.2198,1.2173
-2.8032,-124.1,0,3.2239,-1.8828,3.5142
-2.4788,-99.061,0,8.0682,-0.57025,-9.0617
-2.0008,-84.863,0,-4.7876,0.49422,3.1428
-1.7505,-75.096,0,-7.0553,-1.8417,2.0387
-1.6652,-67.457,0,-0.31519,-6.6886,-8.9383
-5.6326,-233.9,0,7.2778,3.7458,0.36028
-2.5244,-112.99,0,0.55894,-2.4592,-1.1407
-6.2591,-259.48,0,4.5959,5.357,-3.5821
-2.2947,-86.085,93.274,-5.0334,0.58056,1.3718
-1.8911,-93.614,0,-1.8771,-2.8562,-0.27536
-6.8861,-267.33,0,3.2651,1.9231,-4.3446
-1.9097,-91.244,0,-2.7203,-2.9661,0.017562
-1.7297,-79.162,0,0.029366,-0.39814,6.1078
-1.2607,-51.377,0,-8.7112,8.9523,4.6884
-4.8389,-174.77,183.42,1.7399,-0.56985,-0.62708
-1.3237,-55.448,0,-8.7679,-3.5345,-2.2443
-7.1017,-393.49,291.72,7.0684,2.1675,-3.1568
-6.5369,-258.04,0,6.7363,1.0611,-0.38114
-2.3632,-95.008,0,8.7675,5.5121,-9.0947
-3.635,-145.76,0,5.694,-2.5268,1.9123
-1.9652,-84.601,0,2.7527,-1.076,6.6141
-6.198,-273.88,236.43,3.6532,-0.94902,-0.22181
-1.7884,-63.486,84.175,-4.455,-2.0451,-0.78153
-6.1435,-254.28,0,5.1451,4.5408,-4.4309
-2.3773,-90.368,0,-5.9381,0.83937,-1.5025
-1.7901,-72.739,0,-8.3571,0.42776,0.80233
-2.3355,-52.654,92.39,-5.3814,0.034435,-0.57842
-1.6551,-69.723,0,-7.4863,-0.45232,2.4854
-6.7523,-268.71,0,7.0173,0.47951,-2.0819
-2.1807,-90.702,102.59,0.12276,-2.6925,-0.458
-6.8661,-277.22,0,4.6481,5.4089,-1.9307
-6.2724,-251.07,0,5.7411,-0.90034,-1.947
-3.6249,-144.74,0,6.0421,6.3648,-5.9218
-1.2451,-52.856,0,-9.2192,-0.76082,-1.444
-2.0311,-64.284,100.17,1.6731,-2.9644,2.1833
-2.5226,-102.11,0,6.6689,8.9474,2.6423
-2.3401,-97.832,89.766,-5.6832,0.090496,-1.4679
-0.79554,-76.52,0,-0.042686,-0.30635,3.2953
-7.0954,-278.57,275.99,4.3696,-0.063045,-1.7068
-2.2775,-88.35,0,-4.4889,-0.37026,-3.4744
-3.0753,-141.88,0,3.2327,0.63039,2.8428
-1.5136,-61.764,0,-6.6765,0.27167,-8.8373
-1.7548,-71.215,0,8.6042,-1.548,8.4068
-6.9517,-271.46,0,4.8765,2.5498,-4.5708
-5.1052,-205.6,0,7.5071,1.7016,-4.7818
-2.2993,-105.04,0,0.58333,2.5535,3.9113
-6.9568,-305.76,278.49,5.3595,2.1761,-0.17149
-7.0705,-267.63,0,2.416,2.7943,-2.9106
-2.7327,-127.84,0,3.0417,1.0209,3.3646
-4.3594,-176.4,0,5.0369,0.43796,2.3574
-2.6408,-110.15,0,3.3716,-4.5977,0.74645
-3.0805,-123.46,0,3.6433,9.0075,-2.7316
-2.4069,-104.83,0,-2.8294,-0.1171,3.1468
-6.3224,-250.99,0,6.3759,0.70603,0.2101
-2.629,-105.65,0,6.6374,8.9851,-5.9934
-1.4132,-61.015,0,-7.3232,-0.19553,-3.503
-1.5484,-69.073,0,-6.8812,-1.5769,2.4378
-7.2712,-349.23,296.04,7.32,2.5117,-1.8289
-5.4066,-225.21,0,4.3325,2.9504,0.95762
-1.5119,-65.514,0,-6.5247,-3.0114,-2.9229
-2.0877,-90.186,98.863,-0.06048,-3.0979,-0.097804
-5.8441,-199.06,0,0.62772,1.1906,-1.0049
-3.3411,-139.35,0,2.5806,-2.9487,-0.15891
-1.8101,-45.27,96.822,-0.81076,-0.41218,2.4244
-5.7539,-241.61,0,7.6606,4.6441,-2.3103
-1.7156,-72.688,72.091,-6.8927,-1.9811,-1.2828
-3.763,-150.42,0,4.6998,-2.8834,1.4187
-2.0744,-90.961,0,-0.064525,-4.2599,3.7833
-2.5792,-109.08,0,-3.2939,-1.857,2.7852
-1.4519,-59.075,0,-8.6965,4.3968,3.3894
-1.5365,-62.397,0,8.5246,-8.6179,-8.859
-6.5437,-322.19,252.77,4.1802,-0.98792,-0.25022
-6.7887,-251.83,0,2.2431,2.9116,-1.2556
-2.0079,-93.12,0,-2.2955,0.16292,3.3195
-1.3962,-56.677,0,-6.8201,8.9159,-8.3217
-1.8593,-77.065,0,3.4764,0.83018,8.3534
-2.3955,-88.021,91.707,-5.8131,0.34445,-0.89166
-4.4991,-188.86,0,4.5032,2.3003,1.8078
-2.5915,-102.84,0,1.4917,7.4394,-7.2678
-2.8479,-130.42,0,0.97391,3.0925,2.2747
-2.7209,-105.97,0,-2.7581,4.7066,-2.4289
-1.2184,-49.693,0,-9.107,3.9408,7.9321
-5.8923,-240.11,0,3.9476,5.3755,-1.0678
-2.7681,-110.19,0,2.2225,2.3676,-8.974
-7.6455,-343.58,301.15,6.4734,1.4463,-1.545
-2.2472,-96.002,0,-1.3233,-3.9539,-2.2826
-1.9983,-94.301,84.675,-5.9728,-2.1652,-1.1101
-1.911,-90.182,0,-0.37411,-2.4596,4.0287
-2.3409,-101.22,0,-2.7103,-2.6395,1.9725
-5.7676,-222.1,0,3.5798,-1.6647,-0.71095
-7.0701,-339.2,290.07,3.8075,4.246,-3.7505
-2.3204,-91.939,0,-4.9746,1.1492,-0.17354
-2.3084,-90.772,94.78,-4.7819,0.41079,1.8148
-1.2156,-49.829,0,-4.7219,-8.9326,6.9642
-3.9949,-155.38,0,-0.14091,2.6942,0.58339
-5.9004,-223.78,0,1.6848,0.03398,-2.5047
-1.8091,-75.451,0,4.2837,-1.3783,8.2472
-7.0654,-313.83,278.37,5.7653,0.25649,-0.0025445
-7.4722,-278.06,0,2.7792,2.9709,-1.7625
-2.6171,-153.44,110.91,-3.5809,-1.5452,2.1553
-2.3615,-107.83,90.553,-6.2815,0.048447,-1.0668
-3.1245,-133.19,0,1.3948,-2.3341,-1.1931
-7.2153,-283.62,0,5.1877,2.8786,-4.3855
-2.4003,-100.85,105.7,-2.1997,-1.2325,1.6309
-2.958,-124.76,0,-1.4244,1.9794,1.6488
-7.685,-358.28,298.41,3.3524,1.2433,-3.6824
-1.6745,-68.376,0,2.4838,6.6304,8.9734
-4.6999,-175.09,0,0.67991,0.21658,-2.7772
-6.733,-271.64,0,6.1766,2.5379,-4.3176
-5.8051,-204.74,0,0.87301,2.0575,-0.54253
-4.6304,-181.07,0,5.2074,-1.3708,1.7891
-2.4195,-103.86,0,-2.1001,-2.9561,-2.2869
-1.8073,-76.552,0,-5.406,1.0679,3.3829
-1.4034,-58.503,66.3,-6.1298,-1.4148,2.8451
-3.5674,-151.74,155.44,1.0786,2.4698,1.2132
-2.4959,-115.07,0,1.7689,-3.0864,0.17378
-2.0829,-105.09,0,2.133,-1.6352,3.5195
-1.6544,-69.178,0,-3.5151,3.1006,6.7853
-2.5143,-100.95,0,9.3075,-4.7536,-2.1809
-2.5227,-113.95,126.33,0.99409,1.3368,2.2432
-1.5633,-57.446,70.32,-5.9743,-0.0081983,2.6749
-1.9529,-79.027,0,1.2982,8.8763,5.2802
-6.4968,-295.6,262.76,4.6706,2.3378,0.14452
-2.1086,-80.196,89.598,-4.6283,-1.4182,-1.9868
-2.9037,-128.67,0,3.1122,-0.87254,3.5904
-6.3797,-258.17,0,6.5134,2.4346,0.10347
-2.7255,-120.01,134.85,1.5582,1.5677,2.0914
-2.5422,-106.35,115.32,0.16456,-1.6054,-0.77919
-1.426,-58.227,0,-2.5145,7.8417,8.949
-3.7063,-134.96,0,-0.94513,0.78445,-2.5574
-3.3557,-137.03,0,5.0151,-1.6306,3.2084
-3.5497,-108.96,127.19,-1.0485,0.28705,-1.8919
-1.708,-36.058,70.758,-7.2695,-1.152,-0.8881
-1.9557,-78.491,0,4.7655,-5.5745,-9.1363
-7.702,-344.04,302.26,3.3291,3.8013,-2.5251
-2.0494,-94.98,0,-2.3937,-0.47886,3.2245
-4.5257,-180.94,0,6.8281,-1.831,-2.4401
-1.5848,-83.771,0,-1.3114,-0.028129,3.7423
-1.9964,-80.561,0,8.507,-6.4338,2.6452
-7.8768,-326.23,302.84,5.1569,1.62,-2.6186
-2.2612,-88.949,104.41,-1.1684,-1.7972,-1.1954
-6.5434,-338.61,275.8,6.3197,5.166,-0.62634
-1.9817,-86.386,0,-5.7879,-2.7913,0.11663
-2.0154,-95.699,0,-1.9547,-2.9704,0.62289
-1.178,-48.044,0,-8.8863,8.8228,6.9292
-1.8277,-75.412,0,0.54373,-8.0293,-0.82552
-2.2952,-89.833,0,-5.4614,1.1137,-0.60212
-8.1298,-345.01,307.85,3.2634,1.865,-3.2685
-5.5151,-226.99,0,3.9649,3.9554,0.52298
-3.3468,-175.08,129.88,-2.5056,-1.04,-2.8073
-2.1974,-81.347,88.112,-4.5232,-0.95484,-2.9657
-2.9248,-116.9,0,-1.4536,-1.5957,-3.5863
-1.7856,-81.488,0,-5.4011,-2.7625,-0.24386
-4.9011,-197.13,0,8.7964,2.4567,-0.63788
-1.6587,-67.701,0,4.5549,7.3002,9.127
-7.4159,-272.39,0,2.4817,2.6529,-1.8584
-1.3839,-60.575,0,-6.6083,-2.5292,-3.6914
-1.5029,-63.331,0,-7.5699,0.23485,3.923
-1.4588,-59.304,0,8.8766,-5.7275,8.9456
-5.5412,-233.41,0,6.1962,4.9096,0.63722
-1.1971,-48.791,0,-8.9177,-8.5828,-2.1286
-2.4726,-159.21,106.82,-3.0867,-1.2793,1.4147
-2.5406,-108.27,0,-0.90256,-3.8964,2.1712
-5.3738,-208.39,0,3.1814,-1.6226,-1.1776
-1.1837,-48.409,0,-9.2765,-7.7382,2.7327
-5.8284,-242.4,0,5.6919,6.0952,-1.7364
-3.426,-139.16,0,5.0846,7.1719,1.6355
-4.7197,-155.4,0,-0.3325,0.825,-0.94694
-1.8907,-93.529,82.709,-5.6062,-2.1454,-1.5346
-2.1076,-84.99,0,8.9128,8.4737,-8.5044
-3.3456,-136.03,129.71,-1.3838,0.75523,0.51529
-1.7904,-73.295,0,4.879,-8.6238,-5.5452
-5.8008,-231.64,0,4.6993,-1.1757,-3.029
-1.5291,-61.952,0,-6.1156,8.6726,-6.8447
-1.5082,-60.837,0,-7.4738,2.2775,-8.1914
-2.4431,-97.306,109.77,-0.34809,-1.5487,-1.1512
-2.2765,-95.11,0,-4.153,1.1684,2.9212
-6.726,-263.08,0,5.9413,0.040961,-3.0266
-1.6371,-35.101,66.297,-7.3275,-0.41463,-1.2894
-3.4405,-127.52,0,-2.6559,1.2501,-2.4962
-5.9071,-238.65,229.79,2.9643,2.7079,0.081477
-6.7116,-291.24,243.96,1.7297,1.3799,-1.2469
-4.3662,-181,0,2.8262,3.7115,1.0551
-6.1156,-228.76,0,2.1612,3.1615,-0.64679
-2.8688,-114.74,0,5.2982,1.6221,-9.0399
-2.41,-109.93,99.569,-4.2197,-1.3292,-2.4316
-2.8526,-111.5,0,-2.8625,1.4855,0.6954
-1.7698,-74.853,0,-7.1093,-0.41035,2.111
-1.4462,-58.555,0,-7.2513,5.4606,-9.0481
-4.8651,-200.92,0,7.9632,5.4182,-0.49824
-2.3432,-138.59,107.86,-0.74486,-1.7322,1.9546
-2.3192,-93.418,0,7.0548,-5.9819,-4.7093
-3.2814,-141.55,122.01,-3.4775,0.45576,-1.723
-2.3095,-105.83,93.764,-6.2763,-1.9995,-0.30591
-7.1989,-282.12,0,6.5583,0.46977,-1.7541
-1.8839,-87.018,0,-3.9807,-3.001,0.65841
-2.7095,-109.47,0,7.6782,1.9031,-8.8824
-8.0424,-341.52,300,3.1043,1.852,-2.6425
-1.4294,-58.531,0,-4.0989,5.2051,8.8018
-7.7844,-290.07,0,2.8097,2.8403,-2.3499
-3.4653,-146.34,0,3.5342,-1.1452,3.1777
-1.8558,-78.126,82.874,-4.8161,-1.8293,-1.9968
-2.4745,-147.2,106.91,-3.438,-1.6589,1.4358
-3.0779,-135.23,0,1.81,-2.4448,-0.66532
-5.3634,-220.78,0,7.7961,3.9684,-3.5985
-7.5278,-367.48,300.38,6.5746,1.3675,-3.0947
-7.1512,-278.85,0,3.505,2.7344,-4.2628
-6.9404,-294.94,264.67,2.9452,0.55851,-1.7912
-2.0144,-81.588,0,9.1208,-6.7584,0.79824
-2.1358,-95.737,0,-0.068952,-3.4982,3.9051
-2.4618,-110.18,106.93,-2.4251,-0.51601,2.0302
-6.6763,-260.41,0,5.4733,1.0581,-4.3222
-1.5934,-64.618,0,8.7545,8.2736,8.7566
-2.1199,-85.815,0,9.0489,-6.3972,-3.6289
-1.5458,-62.875,0,0.43447,7.9452,9.0372
-1.2146,-53.876,0,-8.0468,-1.8331,-3.339
-1.4797,-81.458,0,-1.0984,-0.96646,3.6934
-5.0984,-197.69,0,4.7292,-0.72504,1.8107
-6.5229,-262.1,0,5.0791,3.702,-4.6673
-2.4834,-100.05,0,-0.31475,8.7805,-1.7443
-2.8186,-118.15,0,3.6312,-3.8229,1.3214
-1.4536,-59.246,0,5.3323,-7.0174,8.6864
-1.3602,-55.316,0,8.9895,-7.6848,8.6981
-5.8642,-233.19,0,2.8689,4.5513,-1.2121
-2.1405,-96.823,0,-0.87226,-3.9998,0.59513
-1.1581,-52.027,0,-8.05,-1.217,-3.1625
-1.884,-84.055,105.01,0.91798,-0.47243,2.6216
-2.1573,-95.161,0,3.0056,-4.3319,2.849
-2.1421,-86.373,0,6.8933,8.7836,-8.8842
-2.3073,-97.972,0,-3.644,0.6583,3.3452
-2.114,-85.052,91.014,-5.2635,-1.2007,0.90493
-6.4118,-234.3,0,1.339,1.9114,-1.7395
-2.8921,-115.82,0,8.8439,8.0805,0.61271
-3.386,-140.2,128.77,-1.9265,-0.70771,-2.7808
-5.117,-196.1,0,3.9926,-0.45759,1.9534
-4.9883,-201.46,0,8.218,1.1753,-4.0119
-5.4866,-218.56,0,7.5922,-0.02296,-2.6018
-1.91,-79.164,0,-5.881,1.2467,2.0685
-1.9184,-67.424,84.203,-4.9795,-1.7656,-1.5781
-2.0124,-80.667,0,-2.4176,7.5169,-7.2269
-7.0195,-323.59,276.53,2.6364,0.25674,-2.885
-5.8818,-241.87,0,5.1728,2.5266,0.826
-2.7803,-96.252,109.16,-2.9356,0.52187,0.17536
-3.2049,-124.48,0,-1.9744,1.5961,0.5438
-6.765,-263.94,0,2.8323,3.9383,-1.7811
-2.3327,-92.157,0,-6.2977,1.1673,0.50391
-1.7691,-92.931,0,1.6631,-2.7767,3.1771
-4.5976,-190.46,0,7.3745,6.3215,-0.66021
-4.5816,-182.89,0,1.577,5.113,-2.351
-4.572,-177.79,0,3.117,-2.2457,-0.19775
-1.9352,-84.088,0,-3.3468,-3.5309,3.0836
-1.8154,-93.706,0,-1.9948,-2.437,0.34977
-6.705,-271.4,0,7.2157,2.8023,-0.591
-2.1274,-82.849,0,-6.5885,0.98535,-1.992
-1.7418,-87.808,0,-1.1742,-1.6086,3.7699
-2.7996,-106.92,111.61,-2.7927,0.32714,0.84798
-5.6842,-239.48,0,6.1955,5.295,0.322
-5.1622,-204.09,0,2.3795,-0.11582,-4.5103
-1.8367,-84.452,90.127,-3.499,-2.0985,0.21184
-1.4234,-63.266,0,-6.6747,-2.55,-3.0073
-2.2319,-91.418,0,-4.708,1.5242,2.1721
-4.5758,-165.76,179.8,2.2246,-1.2893,-0.68487
-5.8642,-235.73,0,5.7433,-1.4045,-1.5106
-2.6942,-121.1,0,1.3444,-2.6351,-0.61281
-1.4338,-59.579,66.14,-5.9395,-0.92113,3.2832
-2.8984,-117,0,8.1865,2.1074,4.1832
-2.2874,-99.335,0,2.7643,-4.4604,1.5222
-3.6071,-131.52,142.01,0.59505,-0.89688,-0.64313
-7.5817,-291.08,0,5.0924,0.9405,-3.8765
-4.5475,-172.5,0,0.68335,3.1152,-0.08828
-1.3486,-57.078,0,-8.6626,-3.3007,-1.3532
-1.1977,-48.898,0,-8.8679,2.3968,8.8482
-1.9292,-70.966,83.042,-5.0362,-0.011668,2.6693
-3.2793,-128.83,140.59,1.431,-1.7546,-0.53113
-6.9259,-275.96,0,4.8679,3.2531,-4.5819
-3.5854,-154.1,0,2.6182,3.8812,1.9037
-6.7794,-256.89,0,1.8854,1.2506,-2.9491
-6.9166,-323.68,269.99,2.9786,0.020705,-2.2844
-5.7589,-228.73,0,6.4678,1.1382,-4.6492
-2.1759,-88.582,0,8.2934,2.2216,6.6683
-2.2615,-91.278,0,-1.1697,8.9003,-0.29842
-2.9146,-127.87,0,0.10284,2.9319,2.1495
-4.9295,-165.12,0,0.13937,0.66302,-1.3625
-1.4206,-57.681,0,-7.3036,9.2302,2.4892
-1.524,-61.198,68.099,-6.4861,-0.29119,2.5606
-8.0707,-330.06,307.66,5.0545,1.0927,-3.0714
-5.246,-197.42,0,0.93095,1.8022,-3.2
-2.7422,-115.65,0,-0.078052,-3.9253,2.2943
-2.3758,-94.451,0,-0.89929,-1.6379,-7.5889
-1.6592,-67.685,0,-8.7683,-0.66462,0.46128
-1.7759,-72.275,0,-8.2352,-1.6542,0.37357
-8.4433,-339.98,317.05,4.2264,1.9568,-3.4963
-1.968,-92.048,0,-3.3616,-2.6776,0.67772
-6.2703,-257.46,0,6.4609,3.0128,0.31657
-3.9335,-146.66,0,0.01013,-0.011,-3.203
-1.8635,-76.718,0,-7.1863,-2.2601,-0.54061
-4.9664,-201.17,202.74,2.9534,2.6247,0.71403
-2.4071,-101.88,0,-3.7071,0.082785,3.3717
-2.2879,-99.537,0,-2.4327,-1.9184,2.9977
-6.9445,-280.56,0,7.5181,3.182,-1.1781
-5.5547,-232.9,0,6.628,6.0316,-0.92002
-3.1065,-129.17,0,3.6681,-3.1898,1.6026
-2.3833,-79.36,89.316,-5.2255,0.32161,-1.3971
-1.2463,-55.667,0,-7.7022,-2.3873,-2.863
-5.5126,-228.13,225.06,3.9982,2.0121,0.75639
-7.4206,-286.52,0,3.9201,2.3785,-4.2864
-5.391,-256.65,206.94,2.1347,1.6631,0.11508
-1.864,-93.711,0,-1.5425,-2.7915,0.10696
-2.5495,-106.07,0,-2.7907,1.0054,2.5959
-4.2216,-166.01,0,4.2925,-2.8089,0.51884
-6.9195,-268.76,0,3.163,3.709,-1.2032
-2.6351,-126.88,113.54,-2.2764,-1.9081,-1.7068
-6.7269,-277.37,0,5.4455,5.4035,-2.525
-6.2215,-251.03,0,3.6175,4.6645,-0.92356
-6.5549,-245.18,0,2.6832,3.0973,-0.50823
-8.0205,-300.58,0,2.9082,2.7066,-2.8401
-5.8214,-245.27,0,6.0594,5.9281,-0.58527
-1.6884,-76.529,0,-4.9738,-2.2365,-2.3494
-4.7321,-184.43,0,4.8811,-2.0402,1.1639
-3.2905,-140.25,0,3.5732,-1.597,3.2259
-2.4078,-90.422,0,-5.1254,0.86116,-2.4625
-6.5983,-331.11,277.88,6.3837,5.3404,-1.2632
-6.7653,-339.18,265.06,4.4737,-1.0212,-0.80509
-2.168,-94.566,0,0.031234,-4.7713,0.15704
-4.8373,-192.98,0,2.3941,-1.1124,-3.7652
-1.9664,-70.576,91.525,-3.8989,-1.7427,-0.068463
-6.3804,-245.02,224.77,1.2906,1.3851,-0.76434
-1.2502,-50.95,0,-6.8666,-7.0967,-8.9127
-1.5999,-62.215,70.795,-6.584,-0.76582,2.3854
-1.4536,-59.449,0,-4.2759,-8.9098,-1.3097
-6.8534,-276.9,0,7.6266,2.6537,-1.2371
-2.4342,-106.58,0,-2.5827,-2.1601,1.6876
-1.8095,-70.287,73.005,-6.0131,-0.16984,-2.7234
-1.7763,-73.68,0,-7.2495,0.81231,2.1162
-1.6777,-68.777,0,2.3263,-8.9302,2.4419
-8.2766,-337.33,314.13,3.6418,2.5447,-3.3867
-1.5028,-85.065,65.534,-6.9088,-0.62926,-2.3154
-1.3489,-54.783,0,-9.0396,5.5428,-7.7488
-6.3639,-291.13,244.89,4.2744,-0.086296,0.67998
-1.5791,-67.675,0,-5.71,-0.27706,4.972
-2.5438,-107.42,0,-0.58308,-2.8883,-2.5328
-1.8959,-78.061,0,-7.6936,-1.7104,-0.064992
-1.8452,-68.828,81.912,-5.9889,-1.5783,1.7082
-6.6216,-270.32,257.13,2.9498,-0.22255,-1.8198
-2.2905,-106.03,103.89,-1.2526,-1.6728,2.3328
-5.0619,-211.6,0,5.2501,4.4844,1.1393
-1.8242,-65.989,92.845,1.7898,-3.3146,1.8556
-2.5597,-102.17,0,1.3033,-2.2823,-7.7838
-1.9796,-82.194,89.194,-4.8205,-1.9956,1.3165
-6.6217,-289.16,241.97,1.8749,0.77858,-1.3284
-4.5057,-169.38,0,0.37199,2.6284,0.23463
-6.2587,-264.06,238.11,2.8595,-0.0038964,-1.0323
-2.6306,-125.77,0,2.749,0.53369,3.1714
-2.5662,-103.88,0,8.88,2.8578,-8.7746
-2.2481,-122.02,98.557,-4.2117,-1.7335,1.4651
-2.2426,-132.21,94.071,-6.52,-1.3632,1.144
-1.9539,-94.246,0,1.6041,-3.3548,3.1383
-1.1519,-47.093,0,-8.6364,-8.8797,3.5997
-1.8928,-90.094,0,-3.887,-2.4901,0.62671
-4.9828,-206.06,0,7.7903,5.6798,-1.8364
-7.5677,-328.77,293.22,4.7288,0.37395,-2.6166
-3.9965,-174.84,156.1,-0.38972,1.8833,0.76382
-3.8023,-136.82,0,-1.3911,1.2648,-0.38272
-2.9484,-139.04,122.57,-2.5116,-1.9672,-2.1283
-3.7314,-141.39,148.04,0.9556,-1.028,-0.89288
-5.8996,-233.26,210.99,1.4642,0.43952,-0.93692
-2.9157,-134.8,140.02,1.1831,1.8042,1.8344
-2.6282,-104.27,0,2.6429,6.2418,-8.5322
-1.4507,-59.527,0,-2.7687,-8.8434,3.3905
-3.5467,-131.19,0,-1.9039,0.84277,-2.9957
-3.1289,-124.06,0,8.159,-1.9582,-5.8011
-5.3973,-225.48,0,7.9459,4.785,-0.74566
-5.9749,-250.5,0,7.2118,5.3724,-1.8091
-2.354,-92.296,94.76,-5.1561,0.1747,0.032524
-1.6649,-68.703,0,2.1777,-1.9322,8.8538
-3.2336,-143.21,153.75,2.4107,2.0222,1.8218
-2.3232,-93.894,0,8.4038,-3.665,3.8197
-2.3949,-95.915,106.81,-1.338,-1.8165,-1.748
-5.24,-206.25,0,2.6589,-1.3105,-1.8839
-2.6846,-110.54,0,-2.3014,1.0591,1.8464
-2.6524,-143.95,112.7,-2.9795,-0.3891,2.4117
-3.2985,-151.96,147.34,0.85291,1.7023,1.5307
-6.3443,-277.13,233.49,2.0386,0.38985,-1.1932
-1.2172,-49.79,0,-8.7655,-0.36028,8.32
-1.9115,-83.213,0,-4.5344,-1.7802,3.3553
-1.3728,-55.848,0,-2.8718,-8.7586,-8.8091
-2.2353,-105.17,115.4,0.49196,0.15283,2.2047
-2.2252,-101.45,0,-1.3609,-3.0029,0.89524
-2.6789,-104.8,0,-3.4253,1.2813,0.15219
-2.7622,-109.74,0,3.7252,-0.33778,-8.9095
-2.3104,-90.124,106.18,-1.4288,-1.5146,0.060679
-1.0496,-81.239,0,0.41302,-0.089575,3.5134
-4.2027,-240.06,169.28,3.1975,-1.2035,2.0973
-2.1769,-87.724,0,2.4671,8.4462,-8.8404
-1.7875,-88.484,0,-3.2512,-2.5678,-0.076768
-1.4749,-51.435,63.688,-6.2741,-0.43944,-3.0223
-2.7997,-113.17,126.4,1.3769,-2.1753,0.25002
-1.1571,-47.236,0,-8.3716,-7.6496,-8.6623
-4.1309,-166.35,0,8.8958,1.3728,0.58974
-1.8702,-75.533,0,-3.4643,8.792,1.4323
-3.4158,-145.26,0,4.8416,3.8895,3.1483
-1.2958,-57.161,0,-7.8892,-2.887,-2.243
-1.1605,-25.248,53.779,-5.6972,-1.2729,-3.5245
-2.7695,-104.66,0,-4.0725,1.3306,-1.5229
-1.2283,-49.983,0,-7.3914,9.0097,7.517
-4.5837,-176.07,180.12,2.3342,-1.4701,-0.93729
-5.541,-233.04,0,5.8493,5.9201,-0.23082
-5.2121,-207.85,0,5.8922,0.088852,1.4406
-2.577,-115.81,0,0.94071,-2.5927,-0.85682
-1.7151,-72.866,0,-6.1986,1.106,2.8334
-7.3096,-307.36,284.86,5.2021,0.048926,-1.6334
-7.545,-286.33,0,2.9117,3.3812,-2.0286
-2.1539,-99.643,0,1.6201,-3.9732,0.89536
-6.8899,-269.58,0,5.0631,0.396,-3.967
-1.1845,-55.367,0,-7.3904,-1.5092,-3.4243
-2.512,-100.87,0,8.6653,-5.0583,-0.40617
-7.107,-320.87,278.68,4.7856,-0.46626,-1.5905
-2.3343,-103.69,104.31,-2.4548,-1.4129,1.2119
-7.1249,-407.73,291.05,5.1961,4.1741,-1.0834
-3.4247,-136.97,0,9.0416,2.5137,2.3218
-5.9549,-225.53,0,1.6505,3.0737,-2.4484
-1.4466,-86.265,0,1.2771,-0.40342,3.8982
-7.5032,-347.07,298.99,3.6818,4.2183,-2.2197
-1.6269,-67.455,0,-1.3779,-8.2164,1.7758
-3.6194,-132.47,0,-2.5195,0.84798,-2.8546
-1.657,-72.701,0,-5.9102,0.77969,2.5058
-3.2677,-142.76,150.51,1.4999,2.6687,1.4981
-2.2757,-90.757,0,-5.5971,1.3463,0.79326
-2.2278,-88.565,0,-6.6424,1.0701,0.91161
-2.0918,-93.156,0,-3.7371,-2.8944,1.4888
-1.946,-83.45,0,-0.081716,-5.8392,2.4671
-2.5437,-106.97,118.23,1.2612,-2.4063,0.737
-4.8058,-189.37,171.86,-0.020201,1.6481,0.084025
-2.7044,-107.73,0,-3.8723,1.32,1.7009
-2.5344,-94.739,116.37,0.79887,-2.2854,0.30252
-3.2066,-140.45,0,0.67977,3.1381,1.5862
-2.1817,-96.055,0,0.86468,-4.532,2.5784
-3.7129,-143.38,0,0.44135,-0.95481,-2.9392
-1.1241,-45.996,0,-6.7176,-8.7269,7.7108
-7.0217,-318.47,283.66,4.5359,3.436,-0.57909
-2.1744,-102.15,0,2.7772,-2.9185,3.1897
-2.7615,-111.11,0,7.1186,3.9902,-8.8059
-5.6674,-234.69,0,7.5477,3.1507,-4.033
-5.7922,-239.64,0,4.7276,2.9546,0.81386
-1.9924,-94.156,0,-0.93057,-3.441,-0.33406
-6.7499,-290.73,248.67,2.0563,2.1026,-0.99234
